"Video Gaming Licensed Applicants",
"License Name","d/b/a","Address","City","State","Zip","County","License Number","License Type","Status Date",
"Bellville/Swansea Lodge No. 1221, Loyal Order of Moose","BELLEVILLE/SWANSEA LODGE NO. 1221","2425 No. Illinois St.","Swansea","IL","62226","St. Clair","160800657","Fraternal Establishment","07/20/2016",
"Belvidere Lodge No. 295, Loyal Order of Moose","Belvidere Lodge 295 Loyal Order of Moose","575 Beloit Road","Belvidere","IL","61008","Boone","120812088","Fraternal Establishment","10/24/2013",
"Benevolent & Protective Order of Elks Lodge 800","BPOE Marion Lodge No 800","204 S Market","Marion","IL","62959","Williamson","120806653","Fraternal Establishment","08/22/2013",
"Benevolent & Protective Order of Herrin Elks # 1146","Herrin Elks Lodge # 1146","221 E Monroe St","Herrin","IL","62948","Williamson","120804245","Fraternal Establishment","03/20/2013",
"Benevolent and Protective Order of Elks #1058","BPOE #1058","220 Vince Ashley Dr.","Harrisburg","IL","62946","Saline","170800470","Fraternal Establishment","04/21/2017",
"Benevolent and Protective Order of Elks, Lodge No. 1243","Carbondale Elks #1243","220 West Jackson","Carbondale","IL","62901","Jackson","120809888","Fraternal Establishment","06/20/2013",
"Benevolent Protective Order of Elks, Lodge No. 623, Charleston,Illinois","Charleston Elks Lodge #623","720 6TH STREET","CHARLESTON","IL","61920","Coles","120800618","Fraternal Establishment","07/23/2015",
"Benton Aerie #2898, Inc., Fraternal Order of Eagles","Eagles Benton Aerie ","201 E Washington St","Benton","IL","62812","Franklin","120806570","Fraternal Establishment","02/21/2013",
"Benton Lodge No.1234, Benevolent and Protective Order of Elks of the USA","BPO Elks #1234","167 Industrial Park Rd.","Benton","IL","62812","Franklin","120811580","Fraternal Establishment","11/21/2013",
"Berwyn Eagles Aerie 2125 FOE.","Berwyn Eagles","6309 W. 26th St","Berwyn","IL","60402","Cook","120802021","Fraternal Establishment","05/23/2013",
"Berwyn Lodge No. 424, Loyal Order of Moose","Loyal Order of Moose #424","3625 S Harlem Ave","Berwyn","IL","60402","Cook","120801345","Fraternal Establishment","08/16/2012",
"Bloomington F.O.E. #527","Fraternal Order of Eagles #527","311 S. Main Street","Bloomington","IL","61701","McLean","120807649","Fraternal Establishment","08/22/2013",
"Bloomington Lodge No. 745 Loyal Order of Moose","Bloomington Moose","614 IAA Drive","Bloomington","IL","61701","Mclean","120807123","Fraternal Establishment","03/20/2013",
"BRIDGEPORT LODGE NO. 622 LOYAL ORDER OF MOOSE, BRIDGEPORT, ILLINOIS","MOOSE LODGE #622","450 Washington","Bridgeport","IL","62417","Lawrence","140801946","Fraternal Establishment","11/20/2014",
"BROOKFIELD ELKS LODGE #1510","BROOKFIELD ELKS LODGE #1510","9022 W. 31st Street ","Brookfield","IL","60513","Cook","150800719","Fraternal Establishment","04/23/2015",
"Cairo Elks Lodge #651","CAIRO ELKS CLUB #651","235 16th Street","Cairo","IL","62914","Alexander","160801039","Fraternal Establishment","12/14/2016",
"Canton Lodge #626, Benevolent and Protective Order of Elks","Canton Elks Lodge #626","61 W. Elm St.","Canton","IL","61520","Fulton","120801398","Fraternal Establishment","04/18/2013",
"CARLINVILLE LODGE #1412 BENEVOLENT AND PROTECTIVE ORDER OF ELKSOF THE UNITED STATES OF AMERICA","Carlinville Lodge #1412 BPOE","201 W Main","Carlinville","IL","62626","Macoupin","130801737","Fraternal Establishment","12/19/2013",
"Carmi Elks Lodge #1652","Carmi Elks Lodge #1652","217 E Cherry St","Carmi","IL","62821","White","170802262","Fraternal Establishment","09/21/2017",
"Caseyville Lodge No.4, Loyal Order of Moose","Caseyville Moose","8550 Bunkum road","Caseyville","IL","62232","St. Clair","120807532","Fraternal Establishment","06/20/2013",
"Centralia, Lodge No. 493, Benevolent and Protective Order of Elks, of the United States of America","Centralia Elks","235 North Locust","Centralia","IL","62801","Marion","120808137","Fraternal Establishment","06/20/2013",
"Champaign-Urbana Elks #2497","Champaign-Urbana Elks #2497","903 North Dunlap Ave.","Savoy","IL","618749611","Champaign","120801404","Fraternal Establishment","10/18/2012",
"CHARLESTON, ILLINOIS, MOOSE LODGE #1388 LOYAL ORDER OF MOOSE","CHARLESTON MOOSE LODGE #1388","615 7TH STREET","CHARLESTON","IL","61920","Coles","120800557","Fraternal Establishment","10/18/2012",
"Chester Moose Lodge 1764 (Loyal Order of Moose) Inc.","Chester Moose Lodge 1764","113 Stacey Street","Chester","IL","62233","Randolph","120807272","Fraternal Establishment","06/20/2013",
"Chicago (South) Lodge No. 1596 B.P.O.E of the USA, Inc.","Chicago South Elks Club #1596","4428 Midlothian Tpk","Crestwood","IL","60418","Cook","120803315","Fraternal Establishment","05/23/2013",
"CHICAGO SOUTHWEST LODGE NO. 44, LOYAL ORDER OF MOOSE","SOUTHWEST MOOSE 44 ","7536 S. HARLEM AVE.","BRIDGEVIEW","IL","60455","Cook","120812599","Fraternal Establishment","12/19/2013",
"City of Roses, Aerie 4109 Fraternal Order of Eagles","CITY OF ROSES AERIE 4109 Eagles Club","186 U.S. HWY. 51","PANA","IL","62557","Christian","120802050","Fraternal Establishment","05/23/2013",
"De Kalb Lodge No. 586 Loyal Order of Moose","De Kalb Lodge No. 586 Loyal Order of Moose","1231 E. Lincoln Hwy","Dekalb","IL","60115","Dekalb","120812716","Fraternal Establishment","08/22/2013",
"Decatur Lodge #401 of the Benevolent and Protective Order of Elks of the United States of America","BPOE Lodge 401","2210 E. Hickory St.","Decatur","IL","62526","Macon","190802137","Fraternal Establishment","12/19/2019",
"DEKALB LODGE NO. 765 BENEVOLENT AND PROTECTIVE ORDER OF ELKS OF THE UNITED STATES OF AMERICA, INC.","DEKALB LODGE 765","209 S ANNIE GLIDDEN RD","DeKalb","IL","60115","Dekalb","130804494","Fraternal Establishment","03/27/2014",
"Dixon Elks Lodge #779, Inc.","Dixon Elks Lodge","1279 Franklin Grove Road","Dixon","IL","61021","Lee","130804088","Fraternal Establishment","11/21/2013",
"Du Quoin Aerie #779 F.O. Eagles ","Du Quoin Eagles Lodge 779","24 West Main ","Du Quoin","IL","62832","Perry","120808123","Fraternal Establishment","05/23/2013",
"Eagles Lodge 2773","Wood River Eagles Aeries 2773","74 East Ferguson","Wood River","IL","62095","Madison","170800797","Fraternal Establishment","09/21/2017",
"Edwardsville Lodge # 1561 Loyal Order of Moose","Edwardsville Lodge # 1561","7371 Marine Rd","Edwardsville","IL","62025","Madison","200802633","Fraternal Establishment","01/27/2021",
"Effingham Lodge No. 1016 of the BPOE of the USA, Inc.","Effingham Elks Lodge #1016","2102 South Banker Street","Effingham","IL","62401","Effingham","120806183","Fraternal Establishment","08/22/2013",
"Effingham Lodge No. 502, Loyal Order of Moose, Inc. ","Effingham Lodge #502, Loyal Order of Moose","121 South Banker","Effingham","IL","62401","Effingham","120810780","Fraternal Establishment","08/22/2013",
"Elgin Lodge No. 799 Loyal Order of Moose","Elgin Lodge No.799, Loyal Order of Moose","925 South McLean Blvd.","Elgin","IL","60123","Kane","120802273","Fraternal Establishment","01/15/2014",
"ELKS LODGE #1531","ELMHURST ELKS LODGE #1531","711 W ST. CHARLES RD","ELMHURST","IL","60126","Dupage","220802027","Fraternal Establishment","12/08/2022",
"Eugene J. Barloga Post #197, American Legion Club","American Legion","403 Main St","Pecatonica","IL","61063","Winnebago","210802430","Fraternal Establishment","03/10/2022",
"Fairfield Elks Club","Fairfield Elks Club","201 SE 2nd St.","Fairfield","IL","62837","Wayne","140802753","Fraternal Establishment","10/27/2014",
"Fairview Heights, Il Lodge No. 664, Benevolent and Protective Order of Elks","Elk's  Lodge #664","9480 Old Lincoln Trail","Fairview Heights","IL","62208","St. Clair","120808029","Fraternal Establishment","03/20/2013",
"FARMINGTON LODGE NO. 1571, LOYAL ORDER OF MOOSE","FARMINGTON LODGE NO. 1571, LOYAL ORDER OF MOOSE","1001 E. FORT STREET","FARMINGTON","IL","61531","Fulton","120802005","Fraternal Establishment","12/20/2012",
"Flora Elks Lodge #1659 Of The Benevolent & Protective Order of Elks of the United States of America Inc.","Flora Elks Lodge #1659 Of The Benevolent & Protective Order of Elks of the United States of America Inc.","120 N Main","Flora","IL","62839","Clay","130804287","Fraternal Establishment","02/26/2014",
"FRATERNAL ORDER OF EAGLES , AERIE 2494","FRATERNAL ORDER OF EAGLES, AERIE 2494","232 E. NORTH AVE.","FLORA","IL","62839","Clay","130804830","Fraternal Establishment","11/21/2013",
"Fraternal Order of Eagles - Aerie 2522","Eagles Aerie #2522","13 S Walnut St","Pinckneyville","IL","62274","Perry","130803248","Fraternal Establishment","12/19/2013",
"FRATERNAL ORDER OF EAGLES 3698 AND ITS AUXILIARY","FRATERNAL ORDER OF EAGLES #3698","590-2 S DEERE RD ","MACOMB","IL","61455","Mcdonough","130803731","Fraternal Establishment","01/15/2014",
"Fraternal Order of Eagles Aerie # 545","Fraternal Order of Eagles Aerie #545 Shiloh","100 Eagle Dr","Belleville","IL","62221","St. Clair","120801366","Fraternal Establishment","01/24/2013",
"FRATERNAL ORDER OF EAGLES AERIE #1425","FRAT ORDER EAGLES","217 East Main Cross","Taylorville","IL","62568","Christian","120811385","Fraternal Establishment","10/24/2013",
"Fraternal Order of Eagles Aerie #679, Inc.","Freeport Order of Eagles Aerie #679 ","1200 West Galena Avenue","Freeport","IL","61032","Stephenson","120803129","Fraternal Establishment","05/23/2013",
"Fraternal Order of Eagles Aerie 4000","Eagle Lodge #4000","621 W. Court St.","Paris","IL","61944","Edgar","150801088","Fraternal Establishment","05/28/2015",
"FRATERNAL ORDER OF EAGLES AERIE 956","FRATERNAL ORDER OF EAGLES AERIE 956","5103 11th St.","Rock Island","IL","61201","Rock Island","120803190","Fraternal Establishment","04/18/2013",
"Fraternal Order of Eagles Carmel Aerie No. 3066","FO Order of Eagles Carmel Aerie","724 Poplar Street","Mount Carmel","IL","62863","Wabash","120809215","Fraternal Establishment","09/19/2013",
"Fraternal Order of Eagles Granite City Aerie #1126","Fraternal Order of Eagles #1126","2558 Madison Avenue","Granite City","IL","62040","Madison","130803950","Fraternal Establishment","09/23/2014",
"Fraternal Order of Eagles McLeansboro-Aerie #2699","Fraternal Order of Eagles Lodge #2699","209 N. Jackson Street","McLeansboro","IL","62859","Hamilton","130806037","Fraternal Establishment","12/19/2013",
"Fraternal Order of Eagles No. 1024 Morris, IL","HAPPY HILL AERIE #1024","120 Liberty St","Morris","IL","60450","Grundy","120800264","Fraternal Establishment","05/23/2013",
"FRATERNAL ORDER OF EAGLES NO. 3438, MATTOON, ILLINOIS","FRATERNAL ORDER OF EAGLES AERIE #3438","1917 OAK AVENUE","MATTOON","IL","61938","Coles","120801980","Fraternal Establishment","03/20/2013",
"FRATERNAL ORDER OF EAGLES ROCKFORD AERIE NO. 392, INC.","Fraternal Order of Eagles Rockford Aerie No. 392, Inc.","3829 11th STREET","ROCKFORD","IL","61109","Winnebago","120804187","Fraternal Establishment","03/20/2013",
"Fraternal Order of Eagles, Aerie 2444","Eagle's Aerie #2444","114 N Main Street","Zeigler","IL","62999","Franklin","120810900","Fraternal Establishment","09/19/2013",
"Fraternal Order of Eagles, Aerie No. 3059","Sparta Eagles","112 East Main Street","Sparta","IL","62286","Randolph","120804605","Fraternal Establishment","08/22/2013",
"Fraternal Order of Eagles, Blue Island Aerie 1332, Ltd","Blue Island Eagles","2427 Grove Street","Blue Island","IL","604062325","Cook","120806167","Fraternal Establishment","05/23/2013",
"Fraternal Order of Eagles, Chester Aerie No. 3252","Fraternal Order of Eagles 3252","402 Hacker Street","Chester","IL","62233","Randolph","120810163","Fraternal Establishment","07/18/2013",
"Fraternal Order of Eagles, No. 2783","F O Eagles Aerie 2783","321 W 2nd st","Rock Falls","IL","61071","Whiteside","120805501","Fraternal Establishment","03/20/2013",
"Freeport Lodge No. 162, Loyal Order of Moose","Freeport Moose Lodge 162","601 E South St","Freeport","IL","61032","Stephenson","120806489","Fraternal Establishment","03/20/2013",
"Geneseo Lodge No. 990, Loyal Order of Moose Geneseo, Illinois","Geneseo Moose Lodge","1025 S State St","Geneseo","IL","61254","Henry","210803025","Fraternal Establishment","10/27/2022",
"Granite City Lodge No. 1063 of the BPOE of the USA","Granite City Elk's Lodge #1063","4801 Maryville Road","Granite City","IL","62040","Madison","120807426","Fraternal Establishment","08/22/2013",
"Granite City Lodge No. 272, Loyal Order of Moose","Moose Granite City","2521 Maryville Rd ","Granite City","IL","62040","Madison","150801852","Fraternal Establishment","09/22/2015",
"Grayville, Illinois Lodge No. 1960, Loyal Order of Moose","Grayville Moose Lodge 1960","109 East North Street","Grayville","IL","62844","White","130800396","Fraternal Establishment","11/21/2013",
"Harald Viking Lodge # 13","Harald Viking Lodge # 13","6730 W 175th Street","Tinley Park","IL","60477","Cook","140800286","Fraternal Establishment","04/30/2014",
"Harvard Lodge No. 1289, Loyal Order of Moose Harvard, Illinois","Harvard Moose Lodge 1289","22500 Rt. 173 W","Harvard","IL","60033","McHenry","120800145","Fraternal Establishment","09/19/2013",
"IBPO Elks of the World, Capital City Lodge #1160","Capital City Lodge #1160","1800 E. Brown St.","Springfield","IL","62703","Sangamon","120802101","Fraternal Establishment","12/19/2013",
"Jacksonville, Illinois Lodge 682, Benevolent and Protective Order of Elks of the United States of America","Elks Lodge #682","231 W. Morgan","Jacksonville","IL","62650","Morgan","120807743","Fraternal Establishment","03/26/2015",
"JOLIET LODGE LOYAL ORDER OF MOOSE NO. 300","JOLIET LODGE # 300","25 Springfield Ave.","Joliet","IL","604356505","Will","120812920","Fraternal Establishment","09/19/2013",
"Joliet Lodge No. 296 Benevolent Protective Order of Elks","BPOE Joliet Lodge #296","250 SE Frontage Road","Joliet","IL","60431","Will","120806488","Fraternal Establishment","02/21/2013",
"Lawrenceville Lodge #1208 Benevolent and Protective Order of Elks of USA","BPO Elks Lodge #1208","519 12th Street","Lawrenceville","IL","62439","Lawrence","120811906","Fraternal Establishment","10/24/2013",
"Lawrenceville Lodge No. 779, Loyal Order of Moose","Moose Lodge #779","1005 Walnut","Lawrenceville","IL","62439","Lawrence","120802957","Fraternal Establishment","07/18/2013",
"Lincoln, Illinois Lodge No. 914 Benevolent and Protective Order of Elks","Lincoln Elks Lodge #914 BPOE","1020 1525th Street","Lincoln","IL","62656","Logan","120802131","Fraternal Establishment","12/20/2012",
"Lincolnite Aerie #2708- Fraternal Order of Eagles","Lincoln Eagles #2708","1621 N. Kickapoo Street","Lincoln","IL","626561331","Logan","120802114","Fraternal Establishment","09/19/2013",
"Litchfield Lodge No. 1634, Loyal Order Of Moose","Litchfield Lodge 1634","221 N. Madison","Litchfield","IL","62056","Montgomery","120801452","Fraternal Establishment","12/20/2012",
"Lockport Lodge No. 1557 Loyal Order Of The Moose Inc.","Lockport Moose Lodge 1557","118 E 10th St ","Lockport","IL","60441","Will","120808631","Fraternal Establishment","04/18/2013",
"Lodge #1516, Loyal Order of Moose","Loyal Order of Moose","720 McAdam Drive","Taylorville","IL","62568","Christian","120811366","Fraternal Establishment","09/19/2013",
"LOMBARD LODGE 2350 LOYAL ORDER OF MOOSE","LOMBARD MOOSE LODGE 2350","328 W ROOSEVELT RD","LOMBARD","IL","60148","Dupage","190803070","Fraternal Establishment","01/30/2020",
"Lone Elm Aerie Fraternal Order of Eagles","Lone Elm Aerie #593","220 N. Center","Clinton","IL","61727","De Witt","120810681","Fraternal Establishment","07/18/2013",
"Loyal Order of Moose #1016 Corp.","Loyal Order of Moose #1016","1002 East Church Street","Sandwich","IL","60548","Dekalb","120800431","Fraternal Establishment","02/21/2013",
"LOYAL ORDER OF MOOSE VANDALIA LODGE NO. 1447","VANDALIA MOOSE LODGE #1447","328 SOUTH 3RD STREET","VANDALIA","IL","62471","Fayette","120804630","Fraternal Establishment","03/20/2013",
"LOYAL ORDER OF MOOSE, CHICAGO HEIGHTS LODGE #828","CHICAGO HEIGHTS MOOSE LODGE #828","2911 E. SAUK TRAIL","CHICAGO HEIGHTS","IL","60411","Cook","180804639","Fraternal Establishment","04/18/2019",
"LOYAL ORDER OF MOOSE, LODGE NO. 1216 CARLINVILLE, ILL.","LOYAL ORDER OF MOOSE ","801 Pine, PO Box 648","Carlinville","IL","62626","Macoupin","120812061","Fraternal Establishment","10/24/2013",
"Macomb Lodge #1009 Benevolent and Protective Order of Elks","Macomb Elks Lodge #1009","401 S. Deer Road","Macomb","IL","61455","McDonough","120810347","Fraternal Establishment","10/24/2013",
"Mattoon Lodge #803, Loyal Order of Moose, Inc., a Corporation","Loyal Order of Mattoon Moose Lodge 803","1212 Broadway","Mattoon","IL","61938","Coles","120802244","Fraternal Establishment","03/20/2013",
"MCHENRY LODGE NO. 691, LOYAL ORDER OF MOOSE, INCORPORATED","MCHENRY LODGE LOYAL ORDER OF MOOSE","3535 N Richmond Rd","Johnsburg","IL","60051","Mchenry","120800504","Fraternal Establishment","05/23/2013",
"Mendota Lodge No. 1212, Benevolent and Protective Order of Elks of the USA","Mendota Elks Lodge","707 Indiana Ave","Mendota","IL","61342","La Salle","120808228","Fraternal Establishment","06/20/2013",
"Mendota Lodge No. 714, Loyal Order of Moose, Inc.","Mendota Lodge No. 714, Loyal Order of Moose, Inc.","211 East 12th Street","Mendota","IL","61342","La Salle","120804040","Fraternal Establishment","01/24/2013",
"METROPOLIS LODGE #1428 BENEVOLENT AND PROTECTIVE ORDER OF ELKS","ELKS LODGE #1428","104 W 4th St","Metropolis","IL","62960","Massac","160802803","Fraternal Establishment","06/13/2018",
"Morris Lodge NO. 967, Loyal order of Moose","Morris Moose Lodge 967","3835 N State, Rt 47","Morris","IL","60450","Grundy","140803526","Fraternal Establishment","05/28/2015",
"Morton Grove Lodge No. 376, Loyal Order of Moose, Incorporated","Morton Grove Moose Lodge 376","6419 Chestnut St","Morton Grove","IL","60053","Cook","120802261","Fraternal Establishment","03/20/2013",
"MT. CARMEL LODGE NO. 715 OF THE BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE UNITED STATES OF AMERICA, INC.","BPOE Mt Carmel Lodge","212 W 5th St","Mount Carmel","IL","62863","Wabash","200801415","Fraternal Establishment","01/27/2021",
"Mt. Vernon Lodge No. 819, Benevolent and Protective Order of Elks of the Un","Mt. Vernon Elks Lodge #819","1107 Jordan St","Mount Vernon","IL","62864","Jefferson","120805825","Fraternal Establishment","05/23/2013",
"Murphysboro Lodge No. 572, Benevolent and Protective Order of Elks of the U","Elks Club Lodge 572","1809 Shomaker Drive","Murphysboro","IL","62966","Jackson","120805338","Fraternal Establishment","06/20/2013",
"Oak Lawn Elks Club #2254","Oak Lawn Elks Club Lodge #2254","10720 S Central Av","Chicago Ridge","IL","60415","Cook","120807121","Fraternal Establishment","01/24/2013",
"Olney Aerie No. 2549, Fraternal Order of Eagles","Olney Eagles #2549","215 N. Fair Street","Olney","IL","62450","Richland","120808020","Fraternal Establishment","06/20/2013",
"Olney Lodge Benevolent and Protective Order of Elks No. 926","B P O Elks Lodge No 926","311B S Kitchell Ave.","Olney","IL","62450","Richland","120808008","Fraternal Establishment","03/20/2013",
"Oswego American Legion Post #675","American Legion Post 675","19 Washington ","Oswego","IL","60543","Kendall","130803359","Fraternal Establishment","12/19/2013",
"Palestine Fraternal Order of Eagles #3329","Palestine Eagles","414 E. Franklin","Palestine","IL","62451","Crawford","120803029","Fraternal Establishment","10/24/2013",
"Pana Lodge #1015 Loyal Order of Moose","Pana Lodge No 1015 Loyal Order of Moose","107 N Poplar St","Pana","IL","62557","Christian","210803810","Fraternal Establishment","04/28/2022",
"Pana, Illinois Lodge and Club No. 1261, Benevolent and Protective Order of Elks of the United States of America, Inc.","BPO Elks Lodge #1261","107 East 2nd","Pana","IL","62557","Christian","120808094","Fraternal Establishment","04/18/2013",
"Pekin Aerie #1869 F.O.E.","Fraternal Order of Eagles","274 Derby Street","Pekin","IL","61554","Tazewell","120805946","Fraternal Establishment","04/18/2013",
"Pekin Lodge #1271 Benevolent and Protective Order of Elks of the United States of America","BPOE Elks #1271","320 Derby Street","Pekin","IL","61554","Tazewell","220801745","Fraternal Establishment","07/28/2022",
"Pekin Lodge No. 916, Loyal Order of Moose","Pekin Moose Family Center #916","2605 Broadway","Pekin","IL","61554","Tazewell","120807135","Fraternal Establishment","12/20/2012",
"PEORIA AERIE NO. 265, FRATERNAL ORDER OF EAGLES, INCORPORATED","PEORIA AERIE NO. 265, FRATERNAL ORDER OF EAGLES, INCORPORATED","1704 S. EAST LANE","PEORIA","IL","61605","Peoria","120805072","Fraternal Establishment","08/22/2013",
"PEORIA LODGE #20 OF THE BENEVOLENT AND PROTECTIVE ORDER OF ELKS","Peoria Elks Lodge #20 of the BPOE","1 Elks Drive","Peoria","IL","61604","Peoria","120809886","Fraternal Establishment","08/22/2013",
"Peter H. Clark No. 483 IBPOEW Elks Club","Elk's Lodge No. 483","1101 S W Jefferson","Peoria","IL","61605","Peoria","130800433","Fraternal Establishment","06/26/2014",
"PINCKNEYVILLE LODGE NO. 930, LOYAL ORDER OF MOOSE","LOYAL ORDER OF MOOSE LODGE 930","101 South Walnut Street","Pinckneyville","IL","62274","Perry","170800599","Fraternal Establishment","08/24/2017",
"PITTSFIELD LODGE NO. 420, LOYAL ORDER OF MOOSE","PITTSFIELD MOOSE","109 W WASHINGTON ","PITTSFIELD","IL","623631440","Pike","130800180","Fraternal Establishment","11/21/2013",
"PLAINFIELD LODGE NO. 2491, LOYAL ORDER OF MOOSE","MOOSE LODGE #2491, LOYAL ORDER OF MOOSE","16310 S LINCOLN HWY STE 100 & 102","PLAINFIELD","IL","60586","Will","220802130","Fraternal Establishment","12/08/2022",
"Pontiac Lodge #1019 Benevolent and Protective Order of Elks of the USA","Pontiac BPO Elks","459 Elks Club Road","Pontiac","IL","61764","Livingston","120803767","Fraternal Establishment","12/20/2012",
"Princeton Lodge No 1339 Loyal Order of Moose","Princeton Moose","1339 North Euclid Avenue","Princeton","IL","613560036","Bureau","120806751","Fraternal Establishment","03/20/2013",
"PROSPECT HEIGHTS MOOSE LODGE #660","PROSPECT MOOSE LODGE #660","601 N Main St","Mount Prospect","IL","60056","Cook","180803727","Fraternal Establishment","06/13/2019",
"QUINCY LODGE #100 OF THE BPOE OF THE UNITED STATES OF AMERICA","QUINCY ELKS LODGE #100","311 NORTH 2ND STREET","QUINCY","IL","62301","Adams","130800150","Fraternal Establishment","02/26/2014",
"RIVER PARK LODGE NO. 2578, LOYAL ORDER OF MOOSE","River Park Moose Lodge","8601 Fullerton Ave","River Grove","IL","60171","Cook","120807841","Fraternal Establishment","05/23/2013",
"Robbins Elk Lodge #1642 Inc.","Greater Robbins Elks #1642","13600 South Sawyer Avenue","Robbins","IL","60472","Cook","150802121","Fraternal Establishment","11/06/2015",
"Robert S Abbot Lodge #1252, I.B.P.O.E. of W.","Robert S. Abbott Elk's Lodge #1252","114 East 16th Street","Chicago Heights","IL","60411","Cook","160803835","Fraternal Establishment","02/22/2017",
"Robinson Lodge 1188 Of the Benevolent and Protective Order of Elks","Elks Lodge #1188","208 West Walnut Street","Robinson","IL","62454","Crawford","130805382","Fraternal Establishment","04/30/2014",
"Rochelle Lodge No. 903 Loyal Order of Moose","Rochelle Moose Lodge 903","311 North Main Street","Rochelle","IL","61068","Ogle","130801389","Fraternal Establishment","05/29/2014",
"Rock Island Lodge No.190, Loyal Order of Moose","Rock Island Moose Lodge #190","4410 9th st","rock island","IL","61201","Rock Island","130804487","Fraternal Establishment","09/23/2014",
"Rushville Lodge No. 506, Loyal Order of Moose","Rushville Moose Lodge #506","663 Macomb Road","Rushville","IL","62681","Schuyler","120811151","Fraternal Establishment","09/19/2013",
"Salem Lodge, No. 1678, Benevolent and Protective Order of Elks of U.S.A. ","BPO Elks #1678","315 N. Broadway","Salem","IL","62881","Marion","120806173","Fraternal Establishment","04/18/2013",
"Savanna Lodge No. 1095, Loyal Order of Moose","Savanna Lodge No 1095","125 Main St","Savanna","IL","61074","Carroll","120806281","Fraternal Establishment","01/24/2013",
"Shelbyville Lodge No. 1294 Loyal Order Of Moose","Moose Lodge 1294 ","2000 W. S. 5th St.","Shelbyville","IL","62565","Shelby","120803018","Fraternal Establishment","06/20/2013",
"Silvis FOE # 1839","Fraternal Order of Eagles #1839","911 Mansur Ave. P.O Box 436","Carbon Cliff","IL","61239","Rock Island","120803198","Fraternal Establishment","06/20/2013",
"Springfield Lodge No. 158 of the Benevolent and Protective Order of Elks ","Springfield Lodge No. 158 of the Benevolent and Protective Order of Elks","409 East Lake Shore Drive","Springfield","IL","62712","Sangamon","120811750","Fraternal Establishment","11/21/2013",
"St. Charles Lodge No. 1368, Loyal Order of Moose","St Charles Moose Lodge 1368","2250 W Rt 38","St. Charles","IL","60174","Kane","160802392","Fraternal Establishment","10/07/2016",
"Steeleville Aerie 3960 Fraternal Order of Eagles, Inc.","Fraternal Order of Eagles #3960","201 West Broadway","Steeleville","IL","62288","Randolph","120806272","Fraternal Establishment","05/23/2013",
"STERLING LODGE NO 726 LOYAL ORDER OF MOOSE","STERLING MOOSE LODGE","2601 EAST LINCOLWAY","STERLING","IL","61081","Whiteside","120805666","Fraternal Establishment","12/20/2012",
"Streator Aerie #645 Fraternal Order of Eagles","Fraternal Order of Eagles 645","107 W Main Street","Streator","IL","61364","La Salle","120807922","Fraternal Establishment","08/22/2013",
"Streator Lodge No. 372, Loyal Order of Moose of the World","Loyal Order of Moose #372","2007 Skelgas Rd","Streator","IL","61364","La Salle","130802037","Fraternal Establishment","03/26/2015",
"Streator Lodge No. 591, B. P. O. Elks of Streator, ILL.","Streator Lodge No. 591, B. P. O. Elks of Streator, ILL.","202 N. Park St.","Streator","IL","61364","La Salle","140804055","Fraternal Establishment","12/16/2015",
"Sycamore Lodge # 1506, Loyal Order Of Moose","Moose Lodge # 1506","317 W State St","Sycamore","IL","60178","Dekalb","120800500","Fraternal Establishment","02/26/2014",
"Sycamore Lodge 1392, BPOE USA, Inc.","BPO Elks 1392","126 Somonauk St.","Sycamore","IL","60178","Dekalb","130800706","Fraternal Establishment","10/24/2013",
"THE BENEVOLENT AND PROTECTIVE ORDER OF ELKS BEARDSTOWN LODGE #1007","ELKS LODGE #1007","205 EAST 2ND STREET","BEARDSTOWN","IL","62618","Cass","120804048","Fraternal Establishment","03/20/2013",
"The Fraternal Order of Eagles, Carbondale Aerie #2569","Carbondale Eagles","1206 W. Linden Street","Carbondale","IL","62901","Jackson","120809896","Fraternal Establishment","07/18/2013",
"Turn-Verein Frisch-AUF","Aurora Turners Club","1335 Mitchell Road Aurora","Aurora","IL","60505","Kane","120803496","Fraternal Establishment","12/20/2012",
"Tuscola Lodge No. 729, Loyal Order of Moose","Moose Lodge #729","807 E Southline Road","Tuscola","IL","61953","Douglas","120802150","Fraternal Establishment","01/24/2013",
"Watch City Aerie No. 1047, Fraternal Order of Eagles","Watch City Aerie #1047","325 Raymond Rd.","Gilberts","IL","60136","Kane","120805981","Fraternal Establishment","05/23/2013",
"WATSEKA LODGE, NO. 1791, OF THE BENEVOLENT AND PROTECTIVE ORDEROF ELKS OF THE UNITED STATES OF AMERICA","BPOE WATSEKA LODGE #1791","111 NORTH 3RD STREET","WATSEKA","IL","60970","Iroquois","130803813","Fraternal Establishment","03/26/2015",
"Wauconda Moose Lodge #1969","Wauconda Moose Lodge #1969","200 S. Maple","Wauconda","IL","60084","Lake","120802282","Fraternal Establishment","04/18/2013",
"Wilmington Lodge No. 241, Loyal Order of Moose","Moose Lodge #241","32050 West River Road","Wilmington","IL","60481","Will","120806275","Fraternal Establishment","02/21/2013",
"Wood River Lodge No. 1349, Loyal Order of Moose","Wood River Moose Lodge No 1349","730 Wesley Dr","Wood River","IL","62095","Madison","120800330","Fraternal Establishment","10/18/2012",
